LongName,Wage_euro,OVA
Jonas Welson Orsi de Meneses,6000,70
César Pinares,8000,70
Alfredo Saldívar,9000,70
Carlos Pita González,4000,70
Juan Francisco Martínez Modesto,9000,70
Tim Ream,41000,70
Guilherme Haubert Sityá,10000,70
Juninho Bacuna,14000,70
Nicolás Navarro,4000,70
Genta Miura,7000,70
Alberto Escassi Oliva,6000,70
Mario Leitgeb,9000,70
Bashkim Ajdini,8000,70
Luís Miguel Vieira da Silva,18000,70
Gabriel Augusto Xavier,4000,70
Anders Dreyer,14000,70
Adam Forshaw,43000,70
Laurent Abergel,15000,70
Washington Camacho,9000,70
Christian Rivera,10000,70
Carlos Pomares Rayo,6000,70
Vasyl Kravets,6000,70
Alexis Pérez,10000,70
Kosuke Onose,8000,70
Szymon Żurkowski,2000,70
Nils Schouterden,7000,70
Daniel Gómez Alcón,11000,70
Jonathan González,16000,70
Andreas Gruber,16000,70
Hugo Leonardo Silva Serejo,6000,70
Knowledge Musona,14000,70
Richard Boateng,6000,70
Xizhe Zhang,11000,70
Ryan Shawcross,15000,70
Rhian Brewster,16000,70
Loïs Openda,11000,70
Stefan Hierländer,13000,70
Jonny Howson,10000,70
Mauro Goicoechea,3000,70
Mikkel Kirkeskov,6000,70
Ignacio Aliseda,4000,70
Steeve Yago,5000,70
Elvir Koljić,7000,70
Roman Zozulya,6000,70
Jesiel Cardoso Miranda,7000,70
Anders Trondsen,16000,70
Jens Jønsson,14000,70
Lourival Adnan Rodeiro Reis,20000,70
Alexis Vega,23000,70
Dante Stipica,4000,70
Jo Inge Berget,6000,70
Noah Katterbach,7000,70
Panagiotis Tachtsidis,20000,70
Bryan Angulo,29000,70
Oswaldo Alanís,22000,70
Jesús Angulo,21000,70
Leonardo Ramos,15000,70
Jaime Gómez,11000,70
Cédric Yambéré,15000,70
Eric Lichaj,8000,70
Lucas Barrios,8000,70
Erik Godoy,5000,70
Marvin Mehlem,10000,70
Mats Seuntjens,8000,70
Miloš Jojić,20000,70
Gauthier Gallon,4000,70
Cristian Enzo Lodeira Araujo,9000,70
Boli Bolingoli,23000,70
Cristian Gamboa,10000,70
Eray Cömert,8000,70
Túlio Sebastião Sandoiro Baumer,12000,70
Dragoș Nedelcu,8000,70
Martin Victor Cordeia Damasco,13000,70
Sergio Córdova,14000,70
Romain Grange,4000,70
Marc Gual Huguet,6000,70
David Kinsombi,8000,70
Tony Mauricio,21000,70
Luis Fernando León,9000,70
Gaizka Larrazabal,6000,70
Joe Rodon,13000,70
Ryder Matos Santos Pinto,3000,70
Teddy Chevalier,5000,70
Ohi Omoijuanfo,5000,70
Elton Matheus Bessa Acuna,8000,70
Saberto Josué Botelho Rios,6000,70
Lautaro Valenti,7000,70
Sebastian Polter,9000,70
Alfie Mawson,41000,70
Glen Kamara,23000,70
Felix Agu,10000,70
Takahiro Ohgihara,7000,70
Markus Schubert,9000,70
Eder Chaux,1000,70
Fernando Andrade dos Santos,8000,70
Robert Gumny,12000,70
Kenneth Kronholm,4000,70
Alexander Kofler,7000,70
Abdullah Ateef,18000,70
Jesper Karlsson,5000,70
Bartłomiej Pawłowski,6000,70
Oscar Lewicki,5000,70
Martyn Waghorn,17000,70
Florian Kastenmeier,9000,70
Artem Kravets,11000,70
Fankaty Dabo,18000,70
Douglas Arthur Silbeira Martins,14000,70
Nenad Tomović,17000,70
Matthias Bader,9000,70
Leonardo Ulloa,6000,70
Keigo Higashi,7000,70
Toni Borevković,5000,70
Mix Diskerud,53000,70
Paddy McNair,9000,70
Mihai Bordeianu,9000,70
Luca Marrone,7000,70
Georg Margreitter,7000,70
Mohamed Camara,10000,70
Yaw Ackah,6000,70
Aiden McGeady,9000,70
Max Clark,8000,70
Víctor Malcorra,8000,70
Ronny Rodelin,6000,70
Necip Uysal,29000,70
Tiago Lopes,13000,70
Dušan Vlahović,21000,70
Laurent Dos Santos,4000,70
Lawrence Thomas,7000,70
Fabio Lucioni,18000,70
Mickaël Malsa,11000,70
Kristijan Bistrović,17000,70
Albert Adomah,7000,70
Philip Heise,7000,70
Witiness João Quembo,6000,70
Cristian Ferreira,7000,70
Valentin Crețu,9000,70
Hal Robson-Kanu,42000,70
Tomás Cardona,5000,70
Dario Maresic,9000,70
Steven Fletcher,17000,70
Kevin Danso,10000,70
Scott Malone,15000,70
Carlos Strandberg,12000,70
Filip Đorđević,3000,70
Aleš Matějů,15000,70
Christoffer Nyman,5000,70
Marcel Franke,13000,70
Jón Guðni Fjóluson,3000,70
Patrick Pentz,7000,70
Steeven Willems,8000,70
Steven Beitashour,5000,70
Marcel Correia,11000,70
Pablo López,11000,70
Víctor Campuzano Bonilla,5000,70
Mitchell Langerak,3000,70
Konstantin Kerschbaumer,14000,70
Abdul Khalili,4000,70
Samuel Owusu,11000,70
Andy Rinomhota,7000,70
Sergiu Hanca,7000,70
Juan Diego Molina Martínez,6000,70
Seung Gyu Kim,5000,70
Rémy Dugimont,5000,70
Paulo José de Oliveira,4000,70
Judson Silva Tavares,5000,70
Jessy Moulin,12000,70
Weverson L. de Oliveira Moura,7000,70
Manuel Pucciarelli,3000,70
Sabin Merino Zuloaga,9000,70
Rafael Jesús Navarro Mazuelos,12000,70
Neil Taylor,26000,70
Giannis Anestis,2000,70
Manuel Sánchez de la Peña,12000,70
Róbert Boženík,7000,70
Marko Vešović,7000,70
Antonio Mazzotta,8000,70
René Román Hinojo,2000,70
Tomáš Přikryl,6000,70
Pape Gueye,13000,70
Adama Diakhaby,14000,70
Yeni Ngbakoto,6000,70
Yoshinori Suzuki,3000,70
Juan Brunetta,6000,70
Dario Dumić,6000,70
Michael Johnston,20000,70
Mamadou Fall,9000,70
Nicolás Berardo,2000,70
Antonio Ríos,11000,70
Shaun Williams,8000,70
Christian Bernardi,8000,70
Ryota Nagaki,6000,70
Axel Werner,15000,70
Borja Valle Balonga,5000,70
Nikola Maraš,5000,70
Nolan Roux,14000,70
Leonardo Lopes de Souza,7000,70
Matteo Tosetti,18000,70
Musa Çağıran,10000,70
Curtis Davies,10000,70
Ibrahima Niane,9000,70
Koji Miyoshi,10000,70
Carlos Nieto Herrero,5000,70
François Moubandje,8000,70
Steve Birnbaum,5000,70
Jun Ho Son,7000,70
Alexandru Păun,10000,70
Adam Taggart,4000,70
José María Martín Bejarano,14000,70
Paolo Hurtado,11000,70
José Raúl Gutiérrez Parejo,10000,70
Shoma Doi,7000,70
Chima Okoroji,11000,70
Jan Morávek,15000,70
Luis Cárdenas,16000,70
Mickaël Le Bihan,5000,70
Yevhen Makarenko,12000,70
Mërgim Mavraj,6000,70
Alfredo Kulembe Ribeiro,10000,70
Jordi Martins Almeida,5000,70
Khaled Narey,8000,70
Scott McKenna,20000,70
Anthony Lozano,17000,70
Aleksandar Boljević,9000,70
Shaquell Moore,6000,70
Jack Elliott,4000,70
Gaetano Berardi,41000,70
Thiago Santos Santana,4000,70
Tosin Adarabioyo,35000,70
Gaëtan Courtet,5000,70
Claudio Riaño,8000,70
Aaron Leya Iseka,5000,70
Cristian Arrieta,1000,70
Saturnin Allagbé,7000,70
Lukas Schmitz,5000,70
Carlos Carmona Bonet,6000,70
Neeskens Kebano,50000,70
Barnabás Bese,8000,70
Laurent Jans,9000,70
Jonatan Lucca,5000,70
Kwasi Okyere Wriedt,7000,70
Sergio Aguza Santiago,5000,70
Yoann Barbet,6000,70
Adolfo Gaich,18000,70
Jordan Hugill,8000,70
Benjamin Kololli,10000,70
Jonathan Osorio,5000,70
Cristian Benavente,12000,70
Riccardo Fiamozzi,3000,70
Samuele Campo,9000,70
Rabbi Matondo,8000,70
Muhammet Demir,22000,70
Ceyhun Gülselam,8000,70
Alexander Søderlund,4000,70
Conor Gallagher,29000,70
Milton Boas Menceiros Cunha,8000,70
Danny Batth,15000,70
Cristian Salvador González,6000,70
Juan Pablo Vigón,9000,70
Akito Fukumori,4000,70
Fabian Giefer,8000,70
Jordan Jones,26000,70
Calvin Verdonk,6000,70
Lloyd Palun,5000,70
Callum O'Dowda,22000,70
Rúben Rafael Sousa Ferreira,6000,70
Jimmy Giraudon,5000,70
Fernando Forestieri,11000,70
Jeppe Andersen,4000,70
Luis Miguel Sánchez Benítez,11000,70
Kevin Balanta,11000,70
Rui Pedro da Rocha Fonte,9000,70
Leo Štulac,2000,70
Samuel Moutoussamy,12000,70
Daniel Martín Fernández,6000,70
Illan Meslier,22000,70
Steven Caulker,8000,70
Ivan Martić,16000,70
Iván Rodríguez del Pozo,5000,70
Matheus Luiz Nunes,6000,70
Daniel Bentley,17000,70
Marco Sau,11000,70
Tyler Roberts,33000,70
Alejandro Pozo Pozo,9000,70
Tommy Rowe,21000,70
Mattia Mustacchio,8000,70
Numa Lavanchy,5000,70
Kristoffer Peterson,14000,70
Miguel Araujo,4000,70
José Juan Vázquez,24000,70
Jackson Yueill,4000,70
Günay Güvenç,7000,70
Gastón Togni,10000,70
Jannes Horn,12000,70
Youssouf M'Changama,6000,70
Jérôme Gondorf,8000,70
Ashley Fletcher,10000,70
Rúben Miguel Santos Fernandes,6000,70
Alexander Alegría Moreno,6000,70
Umut Bozok,15000,70
Andrei Burcă,8000,70
Pierre-Yves Polomat,10000,70
Fabio Kaufmann,10000,70
Cristian Calderón,19000,70
James Collins,10000,70
Massadio Haïdara,19000,70
Calogero Rizzuto,6000,70
Ki Hun Yeom,3000,70
Andreu Fontàs Prat,5000,70
Edgar Prib,15000,70
Jores Okore,8000,70
Keagan Dolly,17000,70
Rafael García,7000,70
Giovanni Reyna,3000,70
Alex Mowatt,8000,70
Juan Soriano Oropesa,9000,70
Robin Himmelmann,8000,70
Britt Assombalonga,11000,70
Ivan Runje,6000,70
Yesus Cabrera,2000,70
Amer Gojak,19000,70
Mathieu Gorgelin,5000,70
Douglas da Silva Vieira,7000,70
Kévin Fortuné,5000,70
Christoph Moritz,8000,70
Elias Kachunga,12000,70
Anselmo Túlio Marques Barni,5000,70
Gianluca Pegolo,7000,70
Gustav Wikheim,16000,70
Ludovit Reis,44000,70
Yannick Gomis,7000,70
Joseph Attamah,8000,70
Abdullah Al Mayoof,15000,70
Felipe Rodríguez Valla,7000,70
Philipp Förster,13000,70
Tommaso Augello,10000,70
Özgür Çek,13000,70
Josip Elez,13000,70
Hendrik Weydandt,14000,70
Álvaro Giménez Candela,18000,70
Rogério Oliveira da Silva,13000,70
Ché Nunnely,6000,70
Geisson Perea,3000,70
Lewis Morgan,5000,70
Haris Hajradinović,9000,70
Maxime Le Marchand,41000,70
Naoyuki Fujita,5000,70
Il Lok Yun,17000,70
Hyeon Mu Kang,4000,70
Robin Lod,5000,70
Mats Köhlert,6000,70
Chul Soon Choi,6000,70
Jubal Rocha Mendes Júnior,4000,70
Ademilson Braga Bispo Júnior,8000,70
Carel Eiting,7000,70
Matías Catalán,9000,70
Kevin Behrens,6000,70
Oscar Linnér,8000,70
Heitor Edvaldo Zanon Barros,6000,70
Lucas Licht,6000,70
José Luis Gómez,10000,70
Juan Villar Vázquez,6000,70
Marcus Maddison,6000,70
Kendall Waston,5000,70
Jair Amador Silos,6000,70
Lee Grant,23000,70
Mirko Marić,3000,70
Gonzalo Jara,7000,70
Artem Rebrov,13000,70
Sanaldo Dilson Caiado Dutra,19000,70
Eric Remedi,5000,70
Adam Le Fondre,7000,70
Victor Marlon Bereitta Cortejo,10000,70
Giancarlo González,5000,70
Krystian Bielik,13000,70
Bryan Róchez,7000,70
Iñigo Eguaras Álvarez,7000,70
Leonardo Mancuso,3000,70
Sung Yun Gu,4000,70
Azor Matusiwa,5000,70
Valentin Mihăilă,14000,70
Adam Bodzek,14000,70
Stefano Vecchia,3000,70
Carlos Carmona,5000,70
Stef Peeters,8000,70
Arturo Jonaldo Pombal de Faria,6000,70
Pietro Iemmello,12000,70
Yordy Reyna,6000,70
Unai Bilbao Arteta,9000,70
Alexandre Bonnet,6000,70
Marius Lode,3000,70
Eryc Castillo,8000,70
Robbin Ruiter,5000,70
Kenneth Zohore,42000,70
Joel Valencia,22000,70
César Henrique Martins,5000,70
Arnór Ingvi Traustason,5000,70
Grischa Prömel,15000,70
Nikola Katić,21000,70
Juan Ignacio Cavallaro,9000,70
Samuel Asamoah,8000,70
Jesús Isijara,8000,70
Diego Novaretti,6000,70
Sebastian Lletget,5000,70
Caio Gobbo Secco,5000,70
Fernando Martínez Rubio,4000,70
Ricardo Kishna,6000,70
Philipp Klingmann,5000,70
CJ Sapong,6000,70
Andrew Wooten,6000,70
Filip Starzyński,6000,70
Yoric Ravet,5000,70
Pablo Galdames,9000,70
Grant Hanley,7000,70
Doneil Henry,3000,70
Kacper Przybyłko,6000,70
Atakan Karazor,11000,70
Leandro Díaz,11000,70
Omar Govea,8000,70
Aaron Connolly,23000,70
Brian Oliván Herrero,5000,70
Paolo Faragò,17000,70
Nicolas Isimat-Mirin,29000,70
Fernando Meza,5000,70
Marvin Bakalorz,13000,70
Marios Oikonomou,11000,70
Umar Sadiq,6000,70
Juan Pedro Ramírez López,6000,70
Alex Ferrari,10000,70
Bogdan Mykhaylychenko,10000,70
Aké Loba,20000,70
Edgar González Estrada,10000,70
Javier Sánchez de Felipe,9000,70
Lewis Wing,10000,70
Godfred Donsah,15000,70
Dieter Villalpando,25000,70
Luiz Philipe Lima de Oliveira,11000,70
Roberto Antonio Correa Silva,13000,70
Elton Matheus Marques Paiva,14000,70
Kristoffer Zachariassen,5000,70
Samuel Sáiz Alonso,7000,70
Sean Maguire,16000,70
Carlos Miguel Ribeiro Dias,24000,70
David Simón Rodríguez Santana,5000,70
Nicolás Ibáñez,10000,70
Ismaïl Aissati,14000,70
Mohamed Diaby,5000,70
Jose Luís García Vayá,9000,70
Guillermo Burdisso,10000,70
Alexander Kačaniklić,5000,70
Simone Colombi,13000,70
Guillermo Acosta,8000,70
Idriz Voca,11000,70
Zargo Touré,10000,70
Tobias Kempe,12000,70
Adam Federici,1000,70
Robert Glatzel,17000,70
Serge-Junior Martinsson Ngouali,4000,70
Jorge Félix Muñoz García,12000,70
Johann Obiang,3000,69
Dong Geon No,2000,69
Ivan Paurević,4000,69
Henri Lansbury,25000,69
Silvester van der Water,4000,69
Koji Hachisuka,3000,69
Dominic Solanke,7000,69
Ivan Toney,19000,69
Etzaz Hussain,4000,69
Vagner José Dias Goncalves,9000,69
Kouadio-Yves Dabila,12000,69
Sung Ryong Jung,3000,69
Mustafa Pektemek,8000,69
Mergim Berisha,12000,69
Joren Dom,6000,69
Allan Campbell,3000,69
Villiam Carlos Moraes Santos,9000,69
Samuel Eduok,9000,69
Gastón Campi,13000,69
Emanuel Vignato,8000,69
Gerard Valentín Sancho,5000,69
Il Gyu Park,5000,69
Abdoulaye Sissako,6000,69
Kenneth Paal,4000,69
Yutaka Yoshida,3000,69
Darwin Cerén,4000,69
Terem Moffi,11000,69
Manuel Perez,4000,69
João Paulo Lázaro Lucas,3000,69
Cornel Râpă,5000,69
Dani de Wit,5000,69
Samir Ujkani,14000,69
Paterson Chato,4000,69
Daniel Sappa,6000,69
Olivier Deschacht,5000,69
Cristian Higuita,2000,69
Tomás Martínez,4000,69
Morten Thorsby,8000,69
Ronnie Schwartz,14000,69
Carlos Labrín,3000,69
Santiago Montoya,3000,69
Alexander Mesa Travieso,14000,69
Trevoh Chalobah,9000,69
Iuri José Picanço Medeiros,7000,69
Jonathan Silva Vieira,4000,69
Harry Toffolo,11000,69
Clemens Fandrich,5000,69
Dario Melnjak,7000,69
Paolo Ghiglione,7000,69
Jérémy Sorbon,3000,69
Sergio Araujo,6000,69
Kamohelo Mokotjo,5000,69
Tyler Blackett,20000,69
Gaëtan Hendrickx,7000,69
Chu Young Park,6000,69
Dimitrios Kolovetsios,7000,69
Ibrahima Ndiaye,6000,69
Shinnosuke Hatanaka,5000,69
Alberto Jiménez Benítez,5000,69
Aron Jóhannsson,4000,69
José Kanté Martínez,7000,69
Hamadi Al Ghaddioui,13000,69
Favio Álvarez,7000,69
Shamar Nicholson,7000,69
Caio Hugo Tafarell Bastos,7000,69
Giuseppe Bellusci,2000,69
Christian Ramirez,5000,69
Thibault De Smet,9000,69
Armando Obispo,6000,69
Keun Ho Lee,4000,69
Gary Mackay-Steven,5000,69
Abdoulaye Seck,10000,69
Joelson Augusto Mendes Mango,1000,69
Luciano Renato Cacheira Sá,4000,69
Ayaz Guliev,20000,69
Nosberto Diego Vila Abranches,6000,69
Răzvan Pleșca,3000,69
Kai Pröger,10000,69
Alonso Escoboza,16000,69
Waleed Bakhashwain,11000,69
Ovidiu Popescu,8000,69
Mario Sampirisi,2000,69
Lee Nguyen,4000,69
Juan Pablo Segovia,1000,69
Sergio Díaz,49000,69
Reece Burke,4000,69
Ronan Curtis,6000,69
Olivier Kemen,3000,69
Ivor Pandur,6000,69
Javier Ros Añón,6000,69
Ertaç Özbir,6000,69
Dener Gomes Clemente,5000,69
Federico Milo,5000,69
Cristian Dájome,4000,69
William Fernando da Silva,10000,69
Sören Gonther,5000,69
Andrea La Mantia,3000,69
Jannis Nikolaou,8000,69
Francis Amuzu,9000,69
Alfredo Ortuño Martínez,5000,69
Javier Fuego Martínez,4000,69
Amro Tarek,4000,69
Carlos Antonio De Souza Junior,3000,69
Federico González,9000,69
Frank Fielding,6000,69
Martin Boyle,5000,69
Santiago Sosa,5000,69
Hiroaki Okuno,5000,69
Bogdan Țîru,5000,69
Sidney Sam,9000,69
Abdulfatah Aseri,17000,69
Dario Župarić,4000,69
Radosław Murawski,12000,69
James Lawrence,8000,69
Matías Silvestre,4000,69
Nils Körber,12000,69
Yerko Leiva,6000,69
Janni Serra,9000,69
Allan Norberto Ardaújo Alves,11000,69
Sigurd Rosted,9000,69
Frederico Tomás Mutto Heck,7000,69
Sam Vokes,15000,69
Flavio Emmanuel Lopes Paixão,5000,69
David González Plata,6000,69
Michael Jacobs,7000,69
Lucas Fernandes,4000,69
Magnus Eriksson,5000,69
Reece James,6000,69
Nawaf Al Abed,17000,69
Christian Vilches,1000,69
Roberto Santamaría Ciprián,2000,69
João Klauss de Mello,14000,69
Eric de Oliveira Pereira,4000,69
Gédéon Kalulu,3000,69
José Antonio Morente Oliva,8000,69
François Bellugou,4000,69
Jonathan Galván,7000,69
Bjørn Johnsen,5000,69
Arnaud Djoum,10000,69
Xiang Ji,9000,69
Yıldırım Mert Çetin,10000,69
Sho Inagaki,3000,69
Alan Jonathan Patrício Botelho,10000,69
Marvin Schwäbe,7000,69
Stergos Marinos,7000,69
Michael Zetterer,8000,69
Bradley de Nooijer,4000,69
José Antonio Ríos Reina,5000,69
Jon Morcillo Conesa,9000,69
Jonny Hayes,5000,69
Maximiliano Urruti,5000,69
Mauricio Duarte,7000,69
Ángel Bastos Teijeira,5000,69
Reto Ziegler,4000,69
Saša Kalajdžić,11000,69
Giorgos Kyriakopoulos,11000,69
Alassane Ndao,7000,69
Veysel Sarı,8000,69
Nery Leyes,6000,69
Pantelis Hatzidiakos,4000,69
Kevin Varga,6000,69
Saliou Ciss,3000,69
Joan Isaac Cuenca López,3000,69
Akaki Gogia,15000,69
Evgeniy Bashkirov,5000,69
Mitchel Bakker,19000,69
David Fernández Cortázar,4000,69
Gerrit Nauber,4000,69
Jorge Marcos Pombo Escobar,14000,69
Lluis López Marmol,4000,69
Rolando Aarons,15000,69
Elías Aguilar,3000,69
Malik Asselah,8000,69
Tolga Ciğerci,27000,69
Philipp Schobesberger,14000,69
Ramon Leeuwin,5000,69
Ronnie Fernández,12000,69
Kieffer Moore,15000,69
José Antonio Martínez Gil,11000,69
Felipe Jaramillo,1000,69
Marcos Álvarez,6000,69
Gerrit Holtmann,9000,69
Samuel Tetteh,12000,69
Filip Bradarić,15000,69
Alberto Perea Correoso,14000,69
Erik Morán Arribas,5000,69
Edison Flores,4000,69
Iván Martos Campillo,4000,69
Anco Jansen,5000,69
Jordi Calavera Espinach,4000,69
Arkadiusz Reca,21000,69
Todd Kane,5000,69
Lucas Da Silva de Jesus,5000,69
Nuno Miguel Valente Santos,4000,69
Luca Kilian,8000,69
David Blacha,7000,69
Nicolás Tripichio,6000,69
Lassi Lappalainen,11000,69
Isaac Sackey,7000,69
Ibrahim Šehić,7000,69
Brad Potts,13000,69
Antonio Rosati,9000,69
Cristian Săpunaru,5000,69
Anselmo Túlio Meirás Abrão,6000,69
Karim Aouadhi,6000,69
Rodrigo Cunha Pereira de Pinho,6000,69
Jason Berthomier,4000,69
Modibo Sagnan,8000,69
Juan Muñoz Muñoz,6000,69
Kenneth Saief,11000,69
Franck Bambock,5000,69
Ali Ahamada,2000,69
Jamal Blackman,15000,69
Nicolás Orellana,3000,69
Shusaku Nishikawa,5000,69
Jon Guridi Aldalur,12000,69
Moctar El Hacen,8000,69
Ľubomír Šatka,4000,69
Nedum Onuoha,4000,69
José Antonio Madueña,19000,69
Kenny Steppe,6000,69
Cristian Insaurralde,8000,69
Nathan Ferguson,11000,69
Gary Gardner,9000,69
Barrie McKay,13000,69
Zhipeng Jiang,7000,69
Iván Erquiaga,7000,69
Jehad Al Hussien,7000,69
Georgiy Tigiev,20000,69
Ahmet Çalık,8000,69
Maximiliano Coronel,8000,69
Marvin Potzmann,13000,69
Francisco García Solsona,4000,69
Jeppe Tverskov,7000,69
Jonas Knudsen,4000,69
Thorsten Schick,14000,69
Ryō Miyaichi,9000,69
Mu Kanazaki,3000,69
Uğur Çiftçi,8000,69
Rodrigo Aliendro,7000,69
Wessel Dammers,5000,69
Aleksandar Trajkovski,5000,69
Thiago Martins Bueno,6000,69
Stephen O'Donnell,4000,69
Joshua Mees,9000,69
Kristiyan Malinov,7000,69
Jorge Benguche,5000,69
Éverton Luiz Guimarães Bilher,4000,69
Kevin Diks,17000,69
Hedson Robson Porfírio Julião,10000,69
Andrés Cadavid,2000,69
João Ricardo da Silva Afonso,3000,69
Matteo Scozzarella,14000,69
Moussa Djitté,3000,69
Efraín Velarde,6000,69
Jhon Chancellor,16000,69
Jacob Rasmussen,17000,69
Ricardo Abel Barbosa Ferreira,3000,69
Mehdi Bourabia,15000,69
Fernando Seoane Antelo,3000,69
Daniel Keita-Ruel,5000,69
Per Kristian Bråtveit,3000,69
Sebastián Pérez,8000,69
Scott Hogan,10000,69
Valerică Găman,6000,69
Bruno Pereira Mendes,5000,69
Benjamin van Leer,4000,69
Diogo Nathan Peixe Barreto,5000,69
Marco D'Alessandro,16000,69
Keita Endo,6000,69
Przemysław Płacheta,5000,69
Ajdin Hrustić,11000,69
Moritz Stoppelkamp,2000,69
Urby Emanuelson,8000,69
Aymen Barkok,11000,69
Giorgi Kharaishvili,2000,69
Hugo Guillamón Sammartín,10000,69
Robert Tesche,8000,69
Fahad Al Muwallad,18000,69
Peru Nolaskoain Esnal,8000,69
Kamil Drygas,5000,69
Brian Behrendt,11000,69
Hugo Silva,5000,69
Michael Obafemi,15000,69
Juan Cornejo,6000,69
Aylton Filipe Boa Morte,5000,69
Ivo Grbić,13000,69
Terry Antonis,3000,69
Abdallah Ndour,3000,69
Richard Keogh,5000,69
Matheus Simoneti Bressaneli,4000,69
Sidy Sarr,9000,69
Kensuke Nagai,6000,69
František Plach,4000,69
Junior Arias,8000,69
Charles Dênis de Breito Catarino,8000,69
Lloyd Kelly,5000,69
Christian Ramsebner,12000,69
Lucas Boyé,18000,69
Sandro Nelson Maceira Nascimento,8000,69
Romario Ibarra,8000,69
Felix Kroos,9000,69
Brooks Lennon,3000,69
Harry Cornick,8000,69
Marvin Johnson,9000,69
Dries Wouters,6000,69
Juan Leiva,2000,69
Daniele Dessena,16000,69
Jack Marriott,14000,69
Marko Raguž,12000,69
Maxime Busi,9000,69
César De La Hoz López,5000,69
Théo Valls,8000,69
Myziane Maolida,13000,69
Jure Balkovec,6000,69
Majid Hosseini,11000,69
Ventura Alvarado,7000,69
Oribe Peralta,17000,69
José Cuadrado,1000,69
Renaldo Lorenzo Justinho Neves,10000,69
Lucas Bijker,7000,69
Diego Torres,3000,69
Juan Arboleda,1000,69
Brecht Capon,6000,69
Michał Nalepa,5000,69
Klaus Gjasula,7000,69
Luís Carlos Ramos Martins,4000,69
Jacopo Petriccione,6000,69
Balázs Megyeri,9000,69
Óscar Valentín Martín Luengo,4000,69
Umut Meraş,4000,69
